Jahr,Schul_ID,Status,Anzahl Aussenstellen,RB,KKZ,RKZ,Schulname,Strasse,PLZ,Ort,Telefon,Fax,Schulgliederung,Schulart,Schulform,Bildungsgangbezeichnung,Schueler_insgesamt,Schueler_in_Klassenstufe_1,Schueler_in_Klassenstufe 2,Schueler_in_Klassenstufe_3,Schueler_in_Klassenstufe_4,Schueler_in_Klassenstufe_5,Schueler_in_Klassenstufe_6,Schueler_in_Klassenstufe_7,Schueler_in_Klassenstufe_8,Schueler_in_Klassenstufe_9,Schueler_in_Klassenstufe_10,Schueler_in_Klassenstufe_11,Schueler_in_Klassenstufe_12,Schueler_in_Klassenstufe_13,Klassen_insgesamt,Klassen_in_Klassenstufe_1,Klassen_in_Klassenstufe_2,Klassen_in_Klassenstufe 3,Klassen_in_Klassenstufe 4,Klassen_in_Klassenstufe 5,Klassen_in_Klassenstufe 6,Klassen_in_Klassenstufe 7,Klassen_in_Klassenstufe 8,Klassen_in_Klassenstufe 9,Klassen_in_Klassenstufe 10,Klassen_in_Klassenstufe_11,Klassen_in_Klassenstufe_12,Klassen_in_Klassenstufe_13
2015,667194,p,0,1,111,111000,Evangelisches Märike-Gymnasium und Realschule Stuttgart,Arminstraße 30,70178,Stuttgart,0711/96023-0,0711/9602333,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",592,0,0,0,0,55,57,57,85,62,83,0,88,105,15,0,0,0,0,2,2,2,3,3,3,0,0,0
2015,667230,p,0,1,111,111000,Evangelisches Heidehof-Gymnasium,Heidehofstraße 49,70184,Stuttgart,0711/480765,0711/4807680,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",662,0,0,0,0,87,88,90,90,77,86,0,80,64,19,0,0,0,0,3,3,3,4,3,3,0,0,0
2015,667248,p,0,1,118,118076,Lichtenstern-Gymnasium Sachsenheim,Ludwigsburger Straße 34,74343,Sachsenheim,07147/994-0,07147/994-30,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",454,0,0,0,0,60,59,59,54,58,61,0,53,50,12,0,0,0,0,2,2,2,2,2,2,0,0,0
2015,667248,p,0,1,118,118076,Lichtenstern-Gymnasium Sachsenheim,Ludwigsburger Straße 34,74343,Sachsenheim,07147/994-0,07147/994-30,16212,16 - Gymnasien,Allgemeinbildendes Gymnasium 3-jährige Aufbauform (Aufbaugymnasium mit Heim),"Allgemeinbildendes Gymnasium, 3-jährige Aufbauform (Aufbaugymnasium mit Heim)",50,0,0,0,0,0,0,0,0,0,0,14,15,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,667284,p,0,1,127,127046,Schloß-Schule Kirchberg Gymnasium mit Internat,Schulstraße 4,74592,Kirchberg an der Jagst,07954/9802-0,07954/9802-15,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",335,0,0,0,0,34,34,36,32,39,55,0,49,56,13,0,0,0,0,2,2,2,2,2,3,0,0,0
2015,667320,p,0,2,211,211000,Pädagogium Baden-Baden,Burgstraße 2,76530,Baden-Baden,07221/3559-0,07221/3559-444,12110,12 - Grundschulen,Grundschule,Grundschule,153,37,41,43,32,0,0,0,0,0,0,0,0,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0
2015,667320,p,0,2,211,211000,Pädagogium Baden-Baden,Burgstraße 2,76530,Baden-Baden,07221/3559-0,07221/3559-444,15110,15 - Realschulen,Realschule,Realschule,200,0,0,0,0,27,29,24,34,47,39,0,0,0,11,0,0,0,0,2,2,1,2,2,2,0,0,0
2015,667320,p,0,2,211,211000,Pädagogium Baden-Baden,Burgstraße 2,76530,Baden-Baden,07221/3559-0,07221/3559-444,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",309,0,0,0,0,39,35,45,32,48,34,0,39,37,12,0,0,0,0,2,2,2,2,2,2,0,0,0
2015,667356,p,0,2,211,211000,Klosterschule Vom Heiligen Grab Gymnasium,Rämerplatz 9,76530,Baden-Baden,07221/973980,07221/9739840,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",583,0,0,0,0,80,57,52,102,83,63,0,85,61,17,0,0,0,0,3,2,2,4,3,3,0,0,0
2015,667395,p,0,2,215,215009,Privates Gymnasium St. Paulusheim,Huttenstraße 49,76646,Bruchsal,07251/385650,07251/385659,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",755,0,0,0,0,119,112,110,115,74,70,0,80,75,23,0,0,0,0,4,4,4,5,3,3,0,0,0
2015,667431,p,0,2,221,221000,Gymnasium Englisches Institut gGmbH,Rheinstraße 14,69126,Heidelberg,06221/3493-0,06221/3493-69,16110,16 - Gymnasien,Gymnasium (G9),"Gymnasium, 9-jähriger Bildungsgang",197,0,0,0,0,79,63,55,0,0,0,0,0,0,8,0,0,0,0,3,3,2,0,0,0,0,0,0
2015,667431,p,0,2,221,221000,Gymnasium Englisches Institut gGmbH,Rheinstraße 14,69126,Heidelberg,06221/3493-0,06221/3493-69,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",565,0,0,0,0,25,13,51,80,104,97,0,99,96,16,0,0,0,0,1,1,2,4,4,4,0,0,0
2015,667467,p,0,2,221,221000,Heidelberg College Privates Gymnasium für Jungen und Mädchen,Neuenheimer Landstraße 16,69120,Heidelberg,06221/436217,06221/410599,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",515,0,0,0,0,66,48,54,73,72,63,0,85,54,15,0,0,0,0,3,2,2,3,3,2,0,0,0
2015,667503,p,0,2,221,221000,"St. Raphael-Schulen, Realschule",Roonstraße 1-5,69120,Heidelberg,06221/4039-25,06221/4039-25,15110,15 - Realschulen,Realschule,Realschule,276,0,0,0,0,29,32,52,53,54,56,0,0,0,10,0,0,0,0,1,1,2,2,2,2,0,0,0
2015,667557,p,0,2,221,221000,E.-von-Thadden-Schule Grundschule und Gymnasium Wieblingen,Klostergasse 2-4,69123,Heidelberg,06221/82720,06221/827299,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",877,0,0,0,0,112,111,103,104,111,109,0,118,109,24,0,0,0,0,4,4,4,4,4,4,0,0,0
2015,667632,p,0,2,222,222000,Kurpfalz Gymnasium und Realschule,M 6 11,68161,Mannheim,0621/12673-0,0621/1267314,15110,15 - Realschulen,Realschule,Realschule,172,0,0,0,0,8,11,23,39,46,45,0,0,0,9,0,0,0,0,1,1,1,2,2,2,0,0,0
2015,667632,p,0,2,222,222000,Kurpfalz Gymnasium und Realschule,M 6 11,68161,Mannheim,0621/12673-0,0621/1267314,16110,16 - Gymnasien,Gymnasium (G9),"Gymnasium, 9-jähriger Bildungsgang",129,0,0,0,0,35,45,49,0,0,0,0,0,0,6,0,0,0,0,2,2,2,0,0,0,0,0,0
2015,667632,p,0,2,222,222000,Kurpfalz Gymnasium und Realschule,M 6 11,68161,Mannheim,0621/12673-0,0621/1267314,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",442,0,0,0,0,0,0,20,40,76,105,0,116,85,11,0,0,0,0,0,0,1,2,3,5,0,0,0
2015,667668,p,0,2,222,222000,Ursulinen-Gymnasium,A 4 4,68159,Mannheim,0621/1565874,0621/1565889,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",612,0,0,0,0,85,87,82,66,84,77,0,66,65,18,0,0,0,0,3,3,3,3,3,3,0,0,0
2015,667704,p,0,2,222,222000,Johann-Sebastian-Bach-Gymnasium Neckarau,Luisenstraße 27,68199,Mannheim,0621/8447610,0621/84476-45,16110,16 - Gymnasien,Gymnasium (G9),"Gymnasium, 9-jähriger Bildungsgang",289,0,0,0,0,116,87,86,0,0,0,0,0,0,10,0,0,0,0,4,3,3,0,0,0,0,0,0
2015,667704,p,0,2,222,222000,Johann-Sebastian-Bach-Gymnasium Neckarau,Luisenstraße 27,68199,Mannheim,0621/8447610,0621/84476-45,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",811,0,0,0,0,30,56,57,128,141,134,0,133,132,21,0,0,0,0,1,2,2,5,6,5,0,0,0
2015,667740,p,0,2,226,226082,Heinrich-Sigmund-Gymnasium auf dem Branich,Institutweg 1-3,69198,Schriesheim,06203/404811,06203/68828,16110,16 - Gymnasien,Gymnasium (G9),"Gymnasium, 9-jähriger Bildungsgang",78,0,0,0,0,25,26,27,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0
2015,667740,p,0,2,226,226082,Heinrich-Sigmund-Gymnasium auf dem Branich,Institutweg 1-3,69198,Schriesheim,06203/404811,06203/68828,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",213,0,0,0,0,0,0,18,25,42,37,0,53,38,6,0,0,0,0,0,0,1,1,2,2,0,0,0
2015,667815,p,0,3,311,311000,St. Ursula-Gymnasium,Eisenbahnstraße 45,79098,Freiburg im Breisgau,0761/23747,0761/23745,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",1 134,0,0,0,0,147,141,150,147,144,142,0,123,140,30,0,0,0,0,5,5,5,5,5,5,0,0,0
2015,667866,p,0,3,315,315052,Birklehof-Schule Private Gymnasium,Birklehof 1,79856,Hinterzarten,07652/122-0,07652/122-23,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",188,0,0,0,0,12,8,13,21,27,34,0,38,35,9,0,0,0,0,1,1,1,2,2,2,0,0,0
2015,667869,p,0,3,315,315109,Kolleg St. Sebastian Realschule und Gymnasium,Hauptstraße 4,79252,Stegen,07661/9313-0,07661/9313-34,15110,15 - Realschulen,Realschule,Realschule,111,0,0,0,0,26,30,26,29,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0
2015,667869,p,0,3,315,315109,Kolleg St. Sebastian Realschule und Gymnasium,Hauptstraße 4,79252,Stegen,07661/9313-0,07661/9313-34,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",616,0,0,0,0,77,93,68,81,90,66,0,72,69,18,0,0,0,0,3,3,3,3,3,3,0,0,0
2015,667869,p,0,3,315,315109,Kolleg St. Sebastian Realschule und Gymnasium,Hauptstraße 4,79252,Stegen,07661/9313-0,07661/9313-34,16212,16 - Gymnasien,Allgemeinbildendes Gymnasium 3-jährige Aufbauform (Aufbaugymnasium mit Heim),"Allgemeinbildendes Gymnasium, 3-jährige Aufbauform (Aufbaugymnasium mit Heim)",23,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,667905,p,0,3,317,317026,Heimschule St. Landolin Allgemeinbildende und berufliche Schulen,Prälat-Schofer-Straße 1,77955,Ettenheim,07822/8928100,07822/8928-180,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",785,0,0,0,0,87,105,114,96,100,109,0,86,88,23,0,0,0,0,3,4,4,4,4,4,0,0,0
2015,667941,p,0,3,317,317096,Klosterschule Unserer Lieben Frau Mädchengymnasium,Lange Straße 9,77652,Offenburg,0781/919166000,0781/91916-672,15110,15 - Realschulen,Realschule,Realschule,467,0,0,0,0,81,88,60,78,74,86,0,0,0,17,0,0,0,0,3,3,2,3,3,3,0,0,0
2015,667941,p,0,3,317,317096,Klosterschule Unserer Lieben Frau Mädchengymnasium,Lange Straße 9,77652,Offenburg,0781/919166000,0781/91916-672,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",401,0,0,0,0,55,56,30,45,46,52,0,55,62,11,0,0,0,0,2,2,1,2,2,2,0,0,0
2015,667941,p,0,3,317,317096,Klosterschule Unserer Lieben Frau Mädchengymnasium,Lange Straße 9,77652,Offenburg,0781/919166000,0781/91916-672,16211,16 - Gymnasien,Allgemeinbildendes Gymnasium 6 bis 7-jährige Aufbauform (Aufbaugymnasium mit Heim),"Allgemeinbildendes Gymnasium, 6 bis 7-jährige Aufbauform (Aufbaugymasium mit Heim)",83,0,0,0,0,0,0,58,25,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0
2015,667977,p,0,3,317,317116,Heimschule Lender Gymnasium,Friedhofstraße 19,77880,Sasbach,07841/6900,07841/690-251,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",1 195,0,0,0,0,142,142,163,182,121,159,0,142,144,34,0,0,0,0,5,5,6,7,5,6,0,0,0
2015,668013,p,0,3,326,326031,Zinzendorf-Gymnasium,Mänchweilerstraße 5,78126,Känigsfeld,07725/938160,07725/938129,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",375,0,0,0,0,59,59,42,41,41,47,0,42,44,14,0,0,0,0,3,3,2,2,2,2,0,0,0
2015,668013,p,0,3,326,326031,Zinzendorf-Gymnasium,Mänchweilerstraße 5,78126,Känigsfeld,07725/938160,07725/938129,16211,16 - Gymnasien,Allgemeinbildendes Gymnasium 6 bis 7-jährige Aufbauform (Aufbaugymnasium mit Heim),"Allgemeinbildendes Gymnasium, 6 bis 7-jährige Aufbauform (Aufbaugymasium mit Heim)",69,0,0,0,0,0,0,24,23,22,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0
2015,668052,p,0,3,335,335025,Schloss-Gaienhofen Ambrosius-Blarer-Gymnasium Wirtschaftsgymnasium und Realschule,Hauptstraße 229,78343,Gaienhofen,07735/81227,07735/81223,15110,15 - Realschulen,Realschule,Realschule,138,0,0,0,0,28,28,29,27,26,0,0,0,0,5,0,0,0,0,1,1,1,1,1,0,0,0,0
2015,668052,p,0,3,335,335025,Schloss-Gaienhofen Ambrosius-Blarer-Gymnasium Wirtschaftsgymnasium und Realschule,Hauptstraße 229,78343,Gaienhofen,07735/81227,07735/81223,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",446,0,0,0,0,58,69,55,54,60,66,0,44,40,14,0,0,0,0,2,3,2,2,2,3,0,0,0
2015,668088,p,0,3,337,337097,Kolleg St. Blasien e.V. Privates Gymnasium,Fürstabt-Gerbert-Straße 14,79837,St. Blasien,07672/27-203,07672/27-212,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",703,0,0,0,0,66,48,70,90,75,132,0,104,118,20,0,0,0,0,3,2,3,4,3,5,0,0,0
2015,668088,p,0,3,337,337097,Kolleg St. Blasien e.V. Privates Gymnasium,Fürstabt-Gerbert-Straße 14,79837,St. Blasien,07672/27-203,07672/27-212,16212,16 - Gymnasien,Allgemeinbildendes Gymnasium 3-jährige Aufbauform (Aufbaugymnasium mit Heim),"Allgemeinbildendes Gymnasium, 3-jährige Aufbauform (Aufbaugymnasium mit Heim)",74,0,0,0,0,0,0,0,0,0,0,27,25,22,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,668124,p,0,4,421,421000,Gymnasium St. Hildegard Katholische freie Mädchenschule,Zinglerstraße 90,89077,Ulm,0731/9347-0,0731/9347-224,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",609,0,0,0,0,84,81,75,71,80,73,0,76,69,18,0,0,0,0,3,3,3,3,3,3,0,0,0
2015,668124,p,0,4,421,421000,Gymnasium St. Hildegard Katholische freie Mädchenschule,Zinglerstraße 90,89077,Ulm,0731/9347-0,0731/9347-224,16212,16 - Gymnasien,Allgemeinbildendes Gymnasium 3-jährige Aufbauform (Aufbaugymnasium mit Heim),"Allgemeinbildendes Gymnasium, 3-jährige Aufbauform (Aufbaugymnasium mit Heim)",55,0,0,0,0,0,0,0,0,0,0,15,20,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,668142,p,0,4,425,425108,Urspringschule Staatlich anerkanntes Gymnasium Urspring,Urspring 1,89601,Schelklingen,07394/246-0,07394/246-60,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",169,0,0,0,0,6,12,14,11,27,32,0,33,34,7,0,0,0,0,1,1,1,1,1,2,0,0,0
2015,668178,p,0,4,435,435052,Schule Schloss Salem Gymnasium,Schloßbezirk-Schloßschule,88682,Salem,07553/919524,07553/919524,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",451,0,0,0,0,6,19,25,62,67,105,0,84,83,20,0,0,0,0,1,2,2,4,4,7,0,0,0
2015,668214,p,0,4,436,436010,Gymnasium Salvatorkolleg,Herrenstraße 20,88410,Bad Wurzach,07564/949020,07564/9490220,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",808,0,0,0,0,110,122,108,112,89,93,0,98,76,22,0,0,0,0,4,4,4,4,3,3,0,0,0
2015,668286,p,0,4,437,437104,Liebfrauenschule Privates Gymnasium mit Realschule,Liebfrauenweg 2,72488,Sigmaringen,07571/7340,07571/61397,15110,15 - Realschulen,Realschule,Realschule,663,0,0,0,0,112,112,89,139,107,104,0,0,0,25,0,0,0,0,4,4,4,5,4,4,0,0,0
2015,668286,p,0,4,437,437104,Liebfrauenschule Privates Gymnasium mit Realschule,Liebfrauenweg 2,72488,Sigmaringen,07571/7340,07571/61397,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",485,0,0,0,0,58,50,71,43,88,61,0,55,59,15,0,0,0,0,2,2,3,2,3,3,0,0,0
2015,668286,p,0,4,437,437104,Liebfrauenschule Privates Gymnasium mit Realschule,Liebfrauenweg 2,72488,Sigmaringen,07571/7340,07571/61397,16211,16 - Gymnasien,Allgemeinbildendes Gymnasium 6 bis 7-jährige Aufbauform (Aufbaugymnasium mit Heim),"Allgemeinbildendes Gymnasium, 6 bis 7-jährige Aufbauform (Aufbaugymasium mit Heim)",49,0,0,0,0,0,0,24,25,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
2015,668289,p,0,4,437,437118,Heimschule Kloster Wald Privates Gymnasium und Grundschule,Von-Weckenstein-Straße 2,88639,Wald,07578/188-0,07578/188-117,12110,12 - Grundschulen,Grundschule,Grundschule,28,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,668289,p,0,4,437,437118,Heimschule Kloster Wald Privates Gymnasium und Grundschule,Von-Weckenstein-Straße 2,88639,Wald,07578/188-0,07578/188-117,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",489,0,0,0,0,49,53,53,70,75,60,0,66,63,15,0,0,0,0,2,2,2,3,3,3,0,0,0
2015,668361,p,0,1,111,111000,Waldschule Gymnasium und Realschule Degerloch,Georgiiweg 1,70597,Stuttgart,0711/8066970,0711/80669721,15110,15 - Realschulen,Realschule,Realschule,267,0,0,0,0,44,40,43,46,49,45,0,0,0,12,0,0,0,0,2,2,2,2,2,2,0,0,0
2015,668361,p,0,1,111,111000,Waldschule Gymnasium und Realschule Degerloch,Georgiiweg 1,70597,Stuttgart,0711/8066970,0711/80669721,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",388,0,0,0,0,32,46,41,37,42,57,0,79,54,13,0,0,0,0,2,2,2,2,2,3,0,0,0
2015,668433,p,0,3,311,311000,"Montessori-Zentrum Angell Grund- und Realschule, Gymnasium und berufliche Schule",Mattenstraße 1,79100,Freiburg im Breisgau,0761/70329-0,0761/70329-130,12110,12 - Grundschulen,Grundschule,Grundschule,221,47,61,62,51,0,0,0,0,0,0,0,0,0,9,1,4,3,1,0,0,0,0,0,0,0,0,0
2015,668433,p,0,3,311,311000,"Montessori-Zentrum Angell Grund- und Realschule, Gymnasium und berufliche Schule",Mattenstraße 1,79100,Freiburg im Breisgau,0761/70329-0,0761/70329-130,15110,15 - Realschulen,Realschule,Realschule,179,0,0,0,0,25,24,26,40,39,25,0,0,0,8,0,0,0,0,1,1,1,2,2,1,0,0,0
2015,668433,p,0,3,311,311000,"Montessori-Zentrum Angell Grund- und Realschule, Gymnasium und berufliche Schule",Mattenstraße 1,79100,Freiburg im Breisgau,0761/70329-0,0761/70329-130,16110,16 - Gymnasien,Gymnasium (G9),"Gymnasium, 9-jähriger Bildungsgang",292,0,0,0,0,64,78,104,46,0,0,0,0,0,12,0,0,0,0,3,3,4,2,0,0,0,0,0
2015,668433,p,0,3,311,311000,"Montessori-Zentrum Angell Grund- und Realschule, Gymnasium und berufliche Schule",Mattenstraße 1,79100,Freiburg im Breisgau,0761/70329-0,0761/70329-130,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",441,0,0,0,0,0,0,0,48,93,106,0,108,86,10,0,0,0,0,0,0,0,2,4,4,0,0,0
2015,668439,p,0,3,326,326074,St. Ursula-Schulen Gymnasium und Realschule Villingen,Bickenstraße 25,78050,Villingen-Schwenningen,07721/8465-0,07721/8465-50,15110,15 - Realschulen,Realschule,Realschule,169,0,0,0,0,27,28,28,30,28,28,0,0,0,6,0,0,0,0,1,1,1,1,1,1,0,0,0
2015,668439,p,0,3,326,326074,St. Ursula-Schulen Gymnasium und Realschule Villingen,Bickenstraße 25,78050,Villingen-Schwenningen,07721/8465-0,07721/8465-50,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",417,0,0,0,0,56,56,50,52,56,53,0,47,47,12,0,0,0,0,2,2,2,2,2,2,0,0,0
2015,668547,p,0,4,436,436008,Studienkolleg St. Johann Freies katholisches Gymnasium Blänried,Arnold-Janssen-Straße 10/1,88326,Aulendorf,07525/949-280,07525/949-283,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",749,0,0,0,0,82,109,100,99,88,104,0,81,86,22,0,0,0,0,3,4,4,4,3,4,0,0,0
2015,668622,p,0,1,127,127056,"Evangelisches Schulzentrum Gymnasium, Aufbau-Gymnasium und Realschule",Hagenhofweg 35,74544,Michelbach an der Bilz,0791/93016-0,0791/93016-63,15110,15 - Realschulen,Realschule,Realschule,154,0,0,0,0,27,25,26,28,22,26,0,0,0,6,0,0,0,0,1,1,1,1,1,1,0,0,0
2015,668622,p,0,1,127,127056,"Evangelisches Schulzentrum Gymnasium, Aufbau-Gymnasium und Realschule",Hagenhofweg 35,74544,Michelbach an der Bilz,0791/93016-0,0791/93016-63,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",190,0,0,0,0,27,21,28,18,28,23,0,20,25,6,0,0,0,0,1,1,1,1,1,1,0,0,0
2015,668622,p,0,1,127,127056,"Evangelisches Schulzentrum Gymnasium, Aufbau-Gymnasium und Realschule",Hagenhofweg 35,74544,Michelbach an der Bilz,0791/93016-0,0791/93016-63,16211,16 - Gymnasien,Allgemeinbildendes Gymnasium 6 bis 7-jährige Aufbauform (Aufbaugymnasium mit Heim),"Allgemeinbildendes Gymnasium, 6 bis 7-jährige Aufbauform (Aufbaugymasium mit Heim)",147,0,0,0,0,0,0,0,13,11,16,30,37,40,5,0,0,0,0,0,0,0,1,1,1,2,0,0
2015,668730,p,0,4,416,416025,Evangelisches Firstwald-Gymnasium Mässingen,Firstwaldstraße 36-54,72116,Mässingen,07473/700-0,07473/700-19,16111,16 - Gymnasien,Gymnasium (G8),"Gymnasium, 8-jähriger Bildungsgang",744,0,0,0,0,112,113,105,84,85,84,0,78,83,21,0,0,0,0,4,4,4,3,3,3,0,0,0
2015,668820,p,0,1,111,111000,Michael-Bauer-Schule Freie Waldorf-Schule Vaihingen,Othellostraße 5,70563,Stuttgart,0711/68689660,0711/68689688,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,500,36,34,48,37,40,38,38,37,36,55,43,35,23,25,2,2,2,2,2,2,2,2,2,2,2,2,1
2015,668856,p,0,1,111,111000,Freie Waldorfschule am Kräherwald,Rudolf-Steiner-Weg 10,70192,Stuttgart,0711/30530530,0711/30530106,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,909,64,64,52,70,67,73,74,89,73,69,71,98,45,43,2,2,2,2,4,4,4,4,4,4,4,5,2
2015,668859,p,0,1,111,111000,Freie Waldorfschule Uhlandshähe,Haußmannstraße 44,70188,Stuttgart,0711/21002-0,0711/21002-55,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,928,69,68,71,73,76,74,66,76,69,73,68,75,70,35,2,2,2,2,3,3,3,3,3,3,3,3,3
2015,668895,p,0,1,116,116049,Rudolf-Steiner-Schule Nürtingen e.V. - Freie Waldorfschule,Am Lerchenberg 60-68,72622,Nürtingen,07022/932650,07022/93265-50,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,410,30,22,29,33,31,31,34,53,33,27,36,42,9,20,1,1,1,1,2,2,2,2,2,1,2,2,1
2015,668931,p,0,1,119,119086,Freie Waldorfschule Engelberg,Rudolf-Steiner-Weg 4,73650,Winterbach,07181/704-0,07181/704-222,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,731,49,56,53,57,61,59,55,55,61,68,59,72,26,32,2,2,2,2,3,2,2,2,3,4,2,4,2
2015,668967,p,0,1,135,135019,Freie Waldorfschule Heidenheim,Ziegelstraße 50,89518,Heidenheim an der Brenz,07321/9859-14,07321/9859-37,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,324,16,20,24,31,31,29,27,32,28,31,19,24,12,16,1,1,1,1,2,1,1,2,1,2,1,1,1
2015,669003,p,0,3,311,311000,Freie Waldorfschule Freiburg-Wiehre,Schwimmbadstraße 29,79100,Freiburg im Breisgau,0761/79173-0,0761/79173-29,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,476,30,37,36,35,36,38,34,38,36,34,38,50,34,21,1,1,1,1,2,2,2,2,2,2,2,2,1
2015,669057,p,0,2,222,222000,Freie Waldorfschule Mannheim,Neckarauer Waldweg 131,68199,Mannheim,0621/128610-0,0621/128610-21,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,837,50,64,66,67,76,69,73,72,58,64,55,81,42,27,2,2,2,2,2,2,2,2,2,2,2,3,2
2015,669093,p,0,2,231,231000,Goethe-Schule Freie Waldorf-Schule,Schwarzwaldstraße 66,75173,Pforzheim,07231/202750,07231/20275-25,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,732,58,47,48,54,55,53,69,60,81,72,50,59,26,33,2,2,2,2,2,2,4,2,4,4,2,3,2
2015,669132,p,0,4,415,415061,Freie Georgenschule Waldorfschule,Moltkestraße 29,72762,Reutlingen,07121/9279-0,07121/9279-10,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,458,31,29,33,33,41,36,35,34,38,29,67,21,31,24,2,1,2,2,2,2,2,2,2,1,3,1,2
2015,669168,p,0,4,416,416041,Tübinger Freie Waldorfschule,Rotdornweg 30,72076,Tübingen,07071/60970,07071/610878,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,823,77,63,64,64,49,63,62,69,54,64,69,55,70,43,4,4,4,4,2,3,3,4,2,4,3,3,3
2015,669204,p,0,4,421,421000,Freie Waldorfschule Ulm,Rämerstraße 97,89077,Ulm,0731/93258-0,0731/93258-29,19110,19 - Freie Waldorfschulen,Freie Waldorfschule,Freie Waldorfschule,438,29,32,26,33,31,32,34,29,36,36,58,36,26,23,2,2,1,2,2,2,2,1,2,2,2,2,1
